root;encryption;compression;compressionBzip2;compressionGzip;compressionLzo;compressionZpaq;compressionLrzip;level;level1;level2;level3;level4;level5;level6;level7;level8;level9;unlimitedWindowSize;disableCompressibilityTesting;Performance;Prediction
1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;5810950;0
1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;49760;0
1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;53200;0
1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;56980;0
1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;54820;0
1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;53500;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;56570;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;61280;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;56430;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;59650;0
1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;212880;0
1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;210810;0
1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;284060;0
1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;339360;0
1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;340300;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;383910;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1061640;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1178930;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;828640;0
1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;208080;0
1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;212850;0
1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;223100;0
1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;232720;0
1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;240110;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;249760;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;258170;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;263330;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;266710;0
1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;77610;0
1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;81720;0
1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;91570;0
1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;92590;0
1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;109300;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;127760;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;145950;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;187730;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;198100;0
1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;50740;0
1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;51040;0
1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;47370;0
1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;47570;0
1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;48640;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;50250;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;52700;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;52920;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;52010;0
1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;672520;0
1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;671740;0
1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;675720;0
1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;2271260;0
1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;2263060;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;2271620;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;2279890;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;5768350;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;5754200;0
1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;41260;0
1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;42910;0
1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;41830;0
1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;41590;0
1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;43550;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;40550;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;47130;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;43330;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;45980;0
1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;221550;0
1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;220350;0
1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;295410;0
1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;350440;0
1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;351010;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;389840;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1070210;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1186750;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;832070;0
1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;212659;0
1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;225740;0
1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;234950;0
1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;242800;0
1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;250520;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;259470;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;268620;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;268560;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;276740;0
1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;89450;0
1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;92770;0
1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;100240;0
1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;106090;0
1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;119050;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;140250;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;158380;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;199390;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;208740;0
1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;60110;0
1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;64640;0
1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;58050;0
1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;61000;0
1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;61870;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;61690;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;65100;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;64130;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;64550;0
1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;680540;0
1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;680310;0
1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;0;681430;0
1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;2289050;0
1;1;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;2278560;0
1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;2290710;0
1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;2282210;0
1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;5797710;0
1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;5811280;0
1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;52650;0
1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;49450;0
1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;53530;0
1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;57850;0
1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;59380;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;58470;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;56940;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;59060;0
1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;58760;0
1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;212530;0
1;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;209160;0
1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;283850;0
1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;338900;0
1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;339880;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;383300;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1060630;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1178530;0
1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;828500;0
1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;208010;0
1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;215150;0
1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;223090;0
1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;232880;0
1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;239080;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;248560;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;257790;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;262750;0
1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;266990;0
1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;77430;0
1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;81420;0
1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;91630;0
1;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;94420;0
1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;107250;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;126550;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;145660;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;186750;0
1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;193590;0
1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;49440;0
1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;51360;0
1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;47910;0
1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;46750;0
1;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;49160;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;50200;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;52880;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;53450;0
1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;52040;0
1;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;672970;0
1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;671500;0
1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;673650;0
1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;2271210;0
1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;2264750;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;2267790;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;2275100;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;5565990;0
1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;5578370;0
1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;40430;0
1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;44600;0
1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;41900;0
1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;42230;0
1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;43660;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;44110;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;46710;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;48150;0
1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;45270;0
1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;220780;0
1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;220370;0
1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;296210;0
1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;350440;0
1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;349540;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;392630;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1067140;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1183670;0
1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;833190;0
1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;214970;0
1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;224880;0
1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;234460;0
1;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;244100;0
1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;250660;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;259530;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;268330;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;268830;0
1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;272930;0
1;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;89180;0
1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;90930;0
1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;102280;0
1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;106310;0
1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;117480;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;138260;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;155440;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;199110;0
1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;208540;0
1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;64910;0
1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;62210;0
1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;61350;0
1;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;59970;0
1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;57750;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;62120;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;64570;0
1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;63590;0
